1 | 27,85 | 27,85 | 27,85 | 27,85
2 | 26,31 | 26,31 | 26,31 | 26,31
2 | 22,46 | 22,46 | 22,46 | 22,46
1 | 27,54 | 27,54 | 27,54 | 27,54
3 | 23,54 | 23,54 | 23,54 | 23,54
2 | 23,85 | 23,85 | 23,85 | 23,85
2 | 25,54 | 25,54 | 25,54 | 25,54
1 | 27,23 | 27,23 | 27,23 | 27,23
4 | 24,62 | 24,62 | 24,62 | 24,62
2 | 24,46 | 24,46 | 24,46 | 24,46
3 | 25,08 | 25,08 | 25,08 | 25,08
4 | 22,00 | 22,00 | 22,00 | 22,00
2 | 24,92 | 24,92 | 24,92 | 24,92
2 | 26,31 | 26,31 | 26,31 | 26,31
4 | 25,85 | 25,85 | 25,85 | 25,85
1 | 27,23 | 27,23 | 27,23 | 27,23
1 | 26,92 | 26,92 | 26,92 | 26,92
3 | 22,31 | 22,31 | 22,31 | 22,31
2 | 23,38 | 23,38 | 23,38 | 23,38
1 | 27,85 | 27,85 | 27,85 | 27,85
1 | 27,38 | 27,38 | 27,38 | 27,38
3 | 22,00 | 22,00 | 22,00 | 22,00
4 | 24,77 | 24,77 | 24,77 | 24,77
3 | 24,62 | 24,62 | 24,62 | 24,62
3 | 25,54 | 25,54 | 25,54 | 25,54
2 | 25,08 | 25,08 | 25,08 | 25,08
4 | 24,31 | 24,31 | 24,31 | 24,31
3 | 25,38 | 25,38 | 25,38 | 25,38
4 | 22,31 | 22,31 | 22,31 | 22,31
1 | 26,31 | 26,31 | 26,31 | 26,31
4 | 24,46 | 24,46 | 24,46 | 24,46
1 | 26,62 | 26,62 | 26,62 | 26,62
1 | 28,15 | 28,15 | 28,15 | 28,15
2 | 23,69 | 23,69 | 23,69 | 23,69
1 | 29,08 | 29,08 | 29,08 | 29,08
4 | 26,31 | 26,31 | 26,31 | 26,31
1 | 27,08 | 27,08 | 27,08 | 27,08
2 | 23,69 | 23,69 | 23,69 | 23,69
1 | 29,23 | 29,23 | 29,23 | 29,23
4 | 25,38 | 25,38 | 25,38 | 25,38
2 | 24,00 | 24,00 | 24,00 | 24,00
1 | 27,38 | 27,38 | 27,38 | 27,38
3 | 21,08 | 21,08 | 21,08 | 21,08
3 | 23,38 | 23,38 | 23,38 | 23,38
2 | 25,54 | 25,54 | 25,54 | 25,54
1 | 26,00 | 26,00 | 26,00 | 26,00
4 | 24,00 | 24,00 | 24,00 | 24,00
3 | 24,31 | 24,31 | 24,31 | 24,31
1 | 25,85 | 25,85 | 25,85 | 25,85
2 | 24,15 | 24,15 | 24,15 | 24,15
4 | 25,69 | 25,69 | 25,69 | 25,69
2 | 24,92 | 24,92 | 24,92 | 24,92
2 | 23,23 | 23,23 | 23,23 | 23,23
3 | 25,69 | 25,69 | 25,69 | 25,69
1 | 27,54 | 27,54 | 27,54 | 27,54
3 | 23,85 | 23,85 | 23,85 | 23,85
3 | 26,77 | 26,77 | 26,77 | 26,77
4 | 23,54 | 23,54 | 23,54 | 23,54
3 | 24,62 | 24,62 | 24,62 | 24,62
1 | 26,92 | 26,92 | 26,92 | 26,92
1 | 26,00 | 26,00 | 26,00 | 26,00
2 | 24,31 | 24,31 | 24,31 | 24,31
2 | 24,46 | 24,46 | 24,46 | 24,46
2 | 25,23 | 25,23 | 25,23 | 25,23
2 | 22,31 | 22,31 | 22,31 | 22,31
4 | 26,77 | 26,77 | 26,77 | 26,77
2 | 23,54 | 23,54 | 23,54 | 23,54
3 | 25,85 | 25,85 | 25,85 | 25,85
4 | 24,92 | 24,92 | 24,92 | 24,92
4 | 24,46 | 24,46 | 24,46 | 24,46
4 | 24,77 | 24,77 | 24,77 | 24,77
3 | 23,85 | 23,85 | 23,85 | 23,85
4 | 25,08 | 25,08 | 25,08 | 25,08
1 | 26,46 | 26,46 | 26,46 | 26,46
1 | 25,85 | 25,85 | 25,85 | 25,85
4 | 25,38 | 25,38 | 25,38 | 25,38
2 | 23,38 | 23,38 | 23,38 | 23,38
2 | 26,31 | 26,31 | 26,31 | 26,31
2 | 22,92 | 22,92 | 22,92 | 22,92
2 | 23,08 | 23,08 | 23,08 | 23,08
3 | 24,31 | 24,31 | 24,31 | 24,31
1 | 27,54 | 27,54 | 27,54 | 27,54
1 | 25,85 | 25,85 | 25,85 | 25,85
3 | 26,62 | 26,62 | 26,62 | 26,62
4 | 23,85 | 23,85 | 23,85 | 23,85
3 | 24,77 | 24,77 | 24,77 | 24,77
3 | 24,92 | 24,92 | 24,92 | 24,92
3 | 25,08 | 25,08 | 25,08 | 25,08
2 | 23,08 | 23,08 | 23,08 | 23,08
2 | 24,77 | 24,77 | 24,77 | 24,77
4 | 26,62 | 26,62 | 26,62 | 26,62
2 | 22,62 | 22,62 | 22,62 | 22,62
3 | 24,00 | 24,00 | 24,00 | 24,00
3 | 24,15 | 24,15 | 24,15 | 24,15
4 | 24,62 | 24,62 | 24,62 | 24,62
4 | 24,46 | 24,46 | 24,46 | 24,46
2 | 23,08 | 23,08 | 23,08 | 23,08
4 | 25,54 | 25,54 | 25,54 | 25,54
1 | 26,62 | 26,62 | 26,62 | 26,62
4 | 24,77 | 24,77 | 24,77 | 24,77
2 | 23,08 | 23,08 | 23,08 | 23,08
4 | 23,69 | 23,69 | 23,69 | 23,69
3 | 22,15 | 22,15 | 22,15 | 22,15
2 | 25,08 | 25,08 | 25,08 | 25,08
1 | 27,23 | 27,23 | 27,23 | 27,23
3 | 24,15 | 24,15 | 24,15 | 24,15
1 | 28,77 | 28,77 | 28,77 | 28,77
4 | 23,69 | 23,69 | 23,69 | 23,69
2 | 26,77 | 26,77 | 26,77 | 26,77
3 | 26,62 | 26,62 | 26,62 | 26,62
3 | 26,31 | 26,31 | 26,31 | 26,31
4 | 25,54 | 25,54 | 25,54 | 25,54
4 | 25,08 | 25,08 | 25,08 | 25,08
3 | 24,46 | 24,46 | 24,46 | 24,46
3 | 25,23 | 25,23 | 25,23 | 25,23
3 | 24,92 | 24,92 | 24,92 | 24,92
2 | 24,92 | 24,92 | 24,92 | 24,92
